IPC maingroup,Label
C12S-001,효소/미생물 이용 석유/혈암유/모래오일 정제 방법
C12S-011,효소/미생물 이용 직물 처리
C12S-013,효소/미생물 이용 기타 정제 방법
C12S-003,동식물/미생물 처리 정제 방법
C12S-005,효소/미생물 이용 에멀젼/가스/기포 처리 방법
C12S-007,효소/미생물 이용 가죽 처리 방법
C12S-009,효소/미생물 이용 고체표면 청정 방법
C12S-099,기타 효소/미생물 이용 처리 방법
C13B-010,설탕 주스 생산
C13B-015,설탕 추출 장소 물 추출
C13B-020,설탕 주스 정제
C13B-025,설탕 주스용 증발기
C13B-030,자당 결정체화/결정체 장치/분리
C13B-035,당밀 유래 자당 추출
C13B-040,설탕 건조
C13B-045,설탕용 커팅 기계
C13B-005,설탕 추출 장소 물질 크기 감소
C13B-050,설탕 제품
C13B-099,기타 자당 생산
C13C-001,당 추출 물질 크기 감소 수단
C13C-003,당 추출 물질 물 제거
C13D-001,당즙 제조
C13D-003,당즙 정제
C13F-001,당즙 가공
C13F-003,기타 당 생산물 마무리 처리
C13F-005,당 건조
C13F-099,기타 조당/당/당즙 가공
C13G-001,당 용액용 증발기/비등조
C13H-001,당 제조용 절단/선별/포장기
C13H-003,당 제조용 절단기
C13J-001,당밀 유래 자당 제조
C13K-001,포도당/포도당 함유 시럽
C13K-011,과당
C13K-013,기타 자연 발생 당
C13K-003,전화당
C13K-005,유당
C13K-007,맥아당
C14B-001,피혁 제조
C14B-011,피혁편 가장자리 끝마무리
C14B-013,피혁 절단
C14B-015,모피 기계 처리
C14B-017,가죽 처리 기계 세부
C14B-019,가죽 처리 수송구
C14B-021,내장 분할
C14B-003,피혁 분쇄 처리
C14B-005,피혁 각인
C14B-007,특수 피혁 제조
C14B-009,구동용 벨트 제조
C14B-099,가죽 가공 기타
C14C-001,무두질 전 가죽 화학물질 처리
C14C-011,화학물질 처리 피혁 표면 끝마무리
C14C-013,화학물질 처리 특수 피혁 제조
C14C-015,가죽 화학처리 장치
C14C-003,무두질
C14C-005,화학물질 처리 피혁 탈지
C14C-007,풀 부착 공정 화학 부분
C14C-009,보존/방수용 피혁 함침 처리
C14C-099,가죽 화학물질 처리 기타
C21B-011,용광로 외 선철 제조
C21B-013,직접법 방식 해금철/용강 제조
C21B-015,기타 철화합물 제철법
C21B-003,선철 제조 특징
C21B-005,용광로 선철 제조
C21B-007,용광로
C21B-009,용광로 송풍 가열용 난로
C21C-001,선철 정제
C21C-003,연철/연강 제조
C21C-005,탄소강 제조
C21C-007,기타 용융철합금 처리
C21D-001,합금 열처리 방법/장치
C21D-010,열처리 외 방식 합금 물성 개량
C21D-011,합금 열처리 공정제어
C21D-003,합금 비금속 추출용 확산법
C21D-005,주철 열처리
C21D-006,철합금 열처리
C21D-007,가공변형 방식 철강 물성 개량
C21D-008,열처리 방식 물성 개량
C21D-009,특수 물품 열처리
C22B-001,원광석 처리
C22B-011,귀금속 채취
C22B-013,납 채취
C22B-015,구리 채취
C22B-017,카드뮴 채취
C22B-019,아연(산화물) 채취
C22B-021,알루미늄 채취
C22B-023,니켈/코발트 채취
C22B-025,주석 채취
C22B-026,알칼리금속/알칼리토금속/마그네슘 채취
C22B-003,금속화합물 추출
C22B-030,안티몬/비소/비스무스 채취
C22B-034,내화금속 채취
C22B-035,베릴륨 채취
C22B-004,금속 채취 목적 전열처리
C22B-041,게르마늄 채취
C22B-043,수은 채취
C22B-047,망간 채취
C22B-005,금속 환원 방법
C22B-058,갈륨/인듐 채취
C22B-059,희토류금속 채취
C22B-060,방사성금속 채취
C22B-061,기타 금속 채취
C22B-007,광석 외 원재료 추출용 처리
C22B-009,금속 정제/재용융 방법
C22C-001,비철합금 제조
C22C-101,비금속 섬유/필라멘트 제조
C22C-011,납기합금
C22C-111,금속섬유/필라멘트
C22C-012,안티몬/비스무트기합금
C22C-121,예비처리 섬유/필라멘트
C22C-013,주석기합금
C22C-014,티타늄기합금
C22C-016,지르코늄기합금
C22C-018,아연기합금
C22C-019,니켈/코발트기합금
C22C-020,카드뮴기합금
C22C-021,알루미늄기합금
C22C-022,망간기합금
C22C-023,마그네슘기합금
C22C-024,알칼리금속/알칼리토금속기합금
C22C-025,베릴륨기합금
C22C-026,다이아몬드 함유 합금
C22C-027,로듐 및 기타 내화성금속기합금
C22C-028,기타 금속기합금
C22C-029,붕화/탄화/질화/산화/규화물기합금
C22C-003,상이성분 합금 획득용 비철합금 성분 제거
C22C-030,각 성분 50중량% 이하 함유 합금
C22C-032,5~50중량% 금속화합물 함유 비철합금
C22C-033,철합금 제조
C22C-035,철강 모합금
C22C-037,합금주철
C22C-038,철합금
C22C-043,방사성물질 함유 합금
C22C-045,비정질 합금
C22C-047,섬유/필라멘트 포함 합금 제조
C22C-049,섬유/필라멘트 포함 합금
C22C-005,귀금속기합금
C22C-007,수은기합금
C22C-009,동기합금
C22F-001,열처리 방식 비철합금 물리 구조 변화
C22F-003,특수처리 방식 비철합금 물리 구조 변화
C23C-010,금속재료 표면 금속원소 고상확산
C23C-012,금속재료 표면 비금속 및 금속원소 고상확산
C23C-014,피복형성 재료 진공증착/스퍼터링/코팅
C23C-016,화학증착법
C23C-018,피복표면 액상 코팅
C23C-002,용융도금
C23C-020,피복표면 고체코팅
C23C-022,액체 반응 금속재료 표면처리
C23C-024,무기분말 시작 피복
C23C-026,기타 피복
C23C-028,다중 피복층 획득용 피복
C23C-030,금속질재료 특징 피복
C23C-004,용융 피복재료 분사 방식 피복
C23C-006,용융재료 주입 피복
C23C-008,가스 반응 금속재료 표면처리
C23D-001,법랑 용융
C23D-011,법랑 소성 연속공정
C23D-013,법랑피복제품 후처리
C23D-015,법랑피복 부품 접합
C23D-017,법랑 제거
C23D-003,법랑피복전 금속표면 화학처리
C23D-005,법랑 피복
C23D-007,법랑 피복층 처리
C23D-009,법랑 소성용 오븐
C23F-001,화학적 방법 금속질재료 에칭
C23F-011,표면 억제제 적용
C23F-013,양극/음극보호
C23F-014,가열장치 이물질 형성 방지
C23F-015,기타 방법 금속 방식
C23F-017,기타 금속 재료 표면 처리 다단계 프로세스
C23F-003,화학적방법 금속 광내기
C23F-004,기타 표면 금속재료 방법
C23G-001,용액 사용 금속재료 청정
C23G-003,금속재료 청정 장치
C23G-005,기타 금속재료 청정
C25B-001,무기화합물 전해제조
C25B-011,전극
C25B-013,격막 간격요소
C25B-015,조작 셀
C25B-003,유기화합물 전해 제조
C25B-005,전기발생 공정
C25B-007,화합물 전기영동제조
C25B-009,탱크 조립체
C25C-001,용액 전기분해 방식 금속 전해제조
C25C-003,용액물 전기분해 방식 금속 전해제조
C25C-005,금속분말 전해제조
C25C-007,전해조 구조용 부품
C25D-001,전기주조
C25D-011,표면반응 전해피복
C25D-013,공정 특징 전기 영동 코팅
C25D-015,매입재료 포함 전기영동제조
C25D-017,전해 피복용 셀 구조용 부품
C25D-019,전해피복 시설
C25D-002,전해 제품 연결
C25D-021,전해비폭용조 보수
C25D-003,전기도금
C25D-005,방법 특징 전기도금
C25D-007,피복 물품 표면 전기도금
C25D-009,금속이외 전해피복
C25F-001,전해분해 방식 청정
C25F-003,전해분해 방식 에칭/연마
C25F-005,금속층 전해제거
C25F-007,전기분해 제거용 셀 구조용 부품
C30B-001,고체상태 직접 단결정성장
C30B-011,정상 단결정성장
C30B-013,존멜팅 방식 단결정성장
C30B-015,용액 인출 단결정성장
C30B-017,성장중 용액 종결정상 단결정성장
C30B-019,액상에피택셜층 성장
C30B-021,공정물질 일방향고체화
C30B-023,증발 물질 응축 방식 단결정성장
C30B-025,반응가스 화학반응 단결정성장
C30B-027,보호유체하 단결정성장
C30B-028,특정구조 균질다결정 제조
C30B-029,재료 특징 균질다결정물질
C30B-003,공석물질 일방향석출
C30B-030,물리 작용 균질다결정 제조
C30B-031,특정구조 균질다결정재료 도핑프로세스
C30B-033,특정구조 균질다결정재료 후처리
C30B-035,특정구조 균질다결정재료 성장용 장치
C30B-005,겔 단결정성장
C30B-007,상온 액상 용매 사용 단결정성장
C30B-009,용융용매 용액 단결정성장
C40B-010,고분자 방향적 분자 진화
C40B-020,라이브러리 멤버 분류 방법
C40B-030,라이브러리 스크리닝 방법
C40B-040,라이브러리
C40B-050,라이브러리 제조 방법
C40B-060,조합 화학 및 라이브러리 이용 장치
C40B-070,조합 화학 및 라이브러리 라벨링
C40B-080,조합 화학 및 라이브러리 링커
C40B-099,기타 조합 화학
C99Z-099,C섹션 기반 미분류 주제
D01B-001,식물재료 섬유 기계적 분리
D01B-003,동물섬유 불순물 기계적 제거
D01B-005,해클링기계
D01B-007,견섬유 채취
D01B-009,섬유 채취용 천연섬유 기타 기계처리
D01C-001,식물재료 화학처리
D01C-003,동물재료 화학처리
D01C-005,동물섬유 재생용 넝마털 부스러기 탄화
D01D-001,필라멘트 형성재료 처리
D01D-010,인조필라멘트 제조 중 물리처리
D01D-011,인조필라멘트 제조 기타 특징
D01D-013,인조사 제조용 기계
D01D-004,방사구금팩
D01D-005,필라멘트 형성
D01D-007,방사후 제품수집
D01F-001,인조필라멘트 제조 방법
D01F-011,제조중 인조필라멘트 후처리
D01F-013,인조필라멘트 출발물질
D01F-002,셀룰로스 인조필라멘트
D01F-004,단백질 인조필라멘트
D01F-006,합성중합체 인조필라멘트
D01F-008,복합 인조필라멘트
D01F-009,기타 인조필라멘트 제조
D01G-001,연속 필라멘트 절단
D01G-011,재사용 섬유 획득용 섬유 함유물 분해
D01G-013,섬유 혼합
D01G-015,소면기 및 부속구
D01G-017,견드레싱 기
D01G-019,정소면기
D01G-021,섬유 기계
D01G-023,섬유 기계 섬유 공급
D01G-025,기타 랩 형성장치
D01G-027,랩 권취장치
D01G-029,섬유 윤활장치
D01G-003,섬유 조면화
D01G-031,섬유 안전장치
D01G-033,섬유처리용 손 도구
D01G-035,오우컴 처리
D01G-037,기타 섬유 준비처리
D01G-005,섬유 분리
D01G-007,섬유 개표
D01G-009,개면
D01G-099,기타 섬유 예비처리
D01H-001,사 연속 권취 방적기계
D01H-011,먼지 제거장치
D01H-013,기타 방적 구조 특징
D01H-015,사이음장치
D01H-017,방적 수공구
D01H-003,사 간헐 권취 방적기계
D01H-004,섬유 꼬임 장치
D01H-005,드래프팅 기계
D01H-007,연사장치
D01H-009,조출 위치 보빈 치환 장치
D02G-001,권축 섬유 제조
D02G-003,사 제조
D02H-001,크릴 장치
D02H-011,기타 정경 장치
D02H-013,정경 기계 세부
D02H-003,정경기
D02H-005,빔 권취기
D02H-007,정경 빔 권취 조합 장치
D02H-009,리싱
D02J-001,특수구조 의거 필라멘트 구조 개량
D02J-011,기타 필라멘트 공정 조합
D02J-013,기타 사 가열/냉각 공정
D02J-003,필라멘트 표면 개량
D02J-007,필라멘트 청정
D03C-001,도비
D03C-011,셀비지 제직 개구 기구
D03C-013,기타 개구기구
D03C-015,무늬카드
D03C-017,문직 천공기
D03C-019,기타 모양 설계
D03C-003,자카드
D03C-005,캠 잉아틀 작동
D03C-007,레노식 개구기구
D03C-009,잉아/잉아틀
D03D-001,특정 물품용 직물
D03D-011,기타 다중 직물
D03D-013,특별 배열 직물
D03D-015,특징 직물
D03D-017,탄성 직물
D03D-019,거어즈
D03D-021,라페트 직물
D03D-023,특수 직물 제조
D03D-025,기타 직물
D03D-027,파일 직물
D03D-029,수직기
D03D-003,형상 특징 직물
D03D-031,직물 자수 장식용 라페트직기
D03D-033,복합직기
D03D-035,세폭직기
D03D-037,환상 직기
D03D-039,파일직기
D03D-041,기타 직기
D03D-043,북집교환장치 포함 직기
D03D-045,자동 위사보충장치 포함 직기
D03D-047,위사저장체 개구중 미통과 직기
D03D-049,특정직기 세부
D03D-005,셀비지
D03D-051,구동 장치
D03D-007,탄성 설계 직물
D03D-009,엉성 설계 직물
D03J-001,직기 부수 장치
D03J-003,제직용 공구
D03J-005,북
D04B-001,편지 편성 위편공정
D04B-011,독립가동침 포함 평상식 편기
D04B-013,고정 스프링 포함 원형 위편기
D04B-015,위편기 세부
D04B-017,편성조작 편지 수리
D04B-019,편지 엉킴 풀기
D04B-021,편지 편성용 공정
D04B-023,평형경편기
D04B-025,기타 경편기
D04B-027,경편기 세부
D04B-003,위편용 수편구
D04B-031,편물 제조용 크로쉐 편성공정
D04B-033,크로쉐 편성구
D04B-035,기타 편기 세부
D04B-037,편기 사용 보조구
D04B-039,기타 편성공정
D04B-005,가정용 편침 미사용 편성장치
D04B-007,독립가동침 포함 평상식 편기
D04B-009,독립가동침 포함 위편기
D04C-001,꼰끈
D04C-003,꼰끈 제조기
D04C-005,꼬임 레이스 제조기
D04C-007,수공용 꼰끈 장치
D04D-001,로프 재료 장식품
D04D-011,리본 꿰기 장치
D04D-003,셔니일 사 장식품
D04D-005,외변 장식품
D04D-007,장식섬유품
D04D-009,기타 장식세장편
D04G-001,필라멘트상 재료 매듭 장식 제망
D04G-003,매듭 장식 양탄자
D04G-005,기타 매듭 장식
D04H-001,스테이플섬유 구성 부직포
D04H-011,파일부직포
D04H-013,기타 부직포
D04H-017,축융 장치
D04H-018,재봉질 장치
D04H-003,실 구성 부직포
D04H-005,섬유 유사 필라멘트 혼합물 구성 부직포
D05B-001,일반형 재봉장치
D05B-011,누빔 기계
D05B-013,자루 꿰매기용 미싱
D05B-015,피혁제품 꿰매기용 미싱
D05B-017,실 용착 바늘땀 동시 제작용 미싱
D05B-019,프로그램제어 재봉기
D05B-021,윤곽 꿰매기용 바늘땀 형성기구 자동 제어 미싱
D05B-023,타류 미소속 봉제장치
D05B-025,복수 미싱 조합 재봉 유닛
D05B-027,미싱용 피봉제물 이송장치
D05B-029,미싱용 누름
D05B-003,장식바늘땀용 재봉장치
D05B-031,피혁봉제용 미싱 피봉제물 유지체
D05B-033,피봉제물 공급용 미싱 부착 장치
D05B-035,미싱용 피봉제물 이송
D05B-037,슬릿용 미싱 부착 장치
D05B-039,미싱용 피봉제물 이동체
D05B-041,미싱용 피봉제물 수집장치
D05B-043,미싱 조합 실패꽂이 장치
D05B-045,미싱용 실 길이 결정용 측정장치
D05B-047,미싱용 침사 장력장치
D05B-049,미싱 천칭장치
D05B-005,물품 일시 연결용 미싱
D05B-051,미싱 침사보호 적용
D05B-053,미싱용 실 의탁 기구
D05B-055,미싱용 바늘 지지구
D05B-057,루프 보족기
D05B-059,미싱 밑실 권취장치 적용
D05B-061,루프 지지부편
D05B-063,미싱 루프 보족기 실 관련 장치
D05B-065,미싱 침사 절단 장치
D05B-067,미싱 부착 실 윤활 장치
D05B-069,미싱용 구동장치
D05B-007,링킹 머시인
D05B-071,미싱용 윤활장치
D05B-073,미싱용 케이싱
D05B-075,미싱 지지용 프레임
D05B-077,미싱용 커버
D05B-079,미싱용 조명장치 부착
D05B-081,재봉기 봉제 무관 장치
D05B-083,미싱 작업자 상해 방지 장치
D05B-085,바늘
D05B-087,침사 통과장치
D05B-089,바늘땀 제거 장치
D05B-009,헴 스티치 미싱
D05B-091,손 바느질용 기구
